Vitals:
Short Term Values:
Time,syst-avail,syst-crt,syst-swap,syst-si,syst-so,syst-p,syst-t,syst-pr,syst-pb,syst-cpu-us,syst-cpu-sy,syst-cpu-id,syst-cpu-wa,syst-cpu-st,syst-cpu-gu,proc-virt,proc-rss-all,proc-rss-anon,proc-rss-file,proc-rss-shm,proc-swdo,proc-cpu-us,proc-cpu-sy,proc-io-of,proc-io-rd,proc-io-wr,proc-thr,jvm-heap-comm,jvm-heap-used,jvm-meta-comm,jvm-meta-used,jvm-meta-csc,jvm-meta-csu,jvm-meta-gctr,jvm-code,jvm-mlc,jvm-jthr-num,jvm-jthr-nd,jvm-jthr-cr,jvm-jthr-st,jvm-cldg-num,jvm-cldg-anon,jvm-cls-num,jvm-cls-ld,jvm-cls-uld,

"2021-04-15 17:46:09","61202228","32","0","","","490","1232","7","0","","","","","","","3863916","96292","66880","29412","0","0","","","8","","","33","131072","20156","3968","3765","448","338","21248","8000","0","23","1","","31836","32","11","1513","","",
"2021-04-15 17:46:10","61020252","32","0","0","0","489","1234","1","0","27","1","71","0","0","0","4207056","204664","167316","37348","0","0","14","0","9","1704","260","35","131072","6196","15104","14900","1600","1504","25216","13504","0","20","1","0","34896","57","36","3436","1923","0",
"2021-04-15 17:46:11","61019532","32","0","0","0","489","1225","1","0","0","0","100","0","0","0","4207056","205124","167776","37348","0","0","0","0","9","110","2","32","131072","6196","15104","14900","1600","1504","25216","13504","0","17","1","0","31812","57","36","3436","0","0",
"2021-04-15 17:46:12","61019280","32","0","0","0","489","1221","1","0","0","0","100","0","0","0","4207056","205248","167900","37348","0","0","0","0","9","110","1","30","131072","6196","15104","14900","1600","1504","25216","13504","0","15","1","0","29756","57","36","3436","0","0",
"2021-04-15 17:46:13","61019280","32","0","0","0","489","1222","1","0","0","0","100","0","0","0","4207056","205248","167900","37348","0","0","0","0","9","107","1","30","131072","6196","15104","14900","1600","1504","25216","13504","0","15","1","0","29756","57","36","3436","0","0",
"2021-04-15 17:46:14","61038180","32","0","0","0","489","1221","1","0","0","0","100","0","0","0","4207056","205388","168040","37348","0","0","0","0","9","110","1","29","131072","6282","15104","14901","1600","1504","25216","13568","0","14","1","0","28728","57","36","3436","0","0",
"2021-04-15 17:46:15","61045236","32","0","0","0","489","1221","1","0","0","0","100","0","0","0","4207056","196936","159588","37348","0","0","0","0","9","108","2","29","131072","6282","15104","14902","1600","1504","25216","13568","0","14","1","0","28728","57","36","3436","0","0",
"2021-04-15 17:46:16","61045236","32","0","0","0","488","1220","1","0","0","0","100","0","0","0","4207056","196936","159588","37348","0","0","0","0","9","107","1","29","131072","6282","15104","14902","1600","1504","25216","13568","0","14","1","0","28728","57","36","3436","0","0",
"2021-04-15 17:46:17","61045236","32","0","0","0","488","1220","1","0","0","0","100","0","0","0","4207056","196936","159588","37348","0","0","0","0","9","107","1","29","131072","6282","15104","14902","1600","1504","25216","13568","0","14","1","0","28728","57","36","3436","0","0",
"2021-04-15 17:46:18","61045236","32","0","0","0","488","1220","1","0","0","0","100","0","0","0","4207056","196936","159588","37348","0","0","0","0","9","107","1","29","131072","6282","15104","14902","1600","1504","25216","13568","0","14","1","0","28728","57","36","3436","0","0",
"2021-04-15 17:46:19","61045236","32","0","0","0","488","1220","2","0","0","0","100","0","0","0","4207056","196936","159588","37348","0","0","0","0","9","113","2","29","131072","6282","15104","14902","1600","1504","25216","13568","0","14","1","0","28728","57","36","3436","0","0",
"2021-04-15 17:46:20","60879456","33","0","0","0","488","1235","5","0","6","0","94","0","0","0","4271624","274808","237460","37348","0","0","3","0","9","116","14","38","131072","12074","79232","68564","8704","5425","122688","13696","0","16","1","2","37952","1837","36","8777","5341","0",
"2021-04-15 17:46:21","60812252","33","0","0","0","488","1239","1","0","3","0","98","0","0","0","4427272","302256","264908","37348","0","0","1","0","9","111","8","40","131072","22820","105152","90284","11584","7013","122688","13696","0","18","1","2","40008","2557","36","10937","2160","0",
"2021-04-15 17:46:22","60812008","33","0","0","0","488","1239","1","0","0","0","100","0","0","0","4427272","302256","264908","37348","0","0","0","0","9","107","1","40","131072","22820","105152","90284","11584","7013","122688","13696","0","18","1","0","40008","2557","36","10937","0","0",
"2021-04-15 17:46:23","60811984","33","0","0","0","488","1239","1","0","0","0","100","0","0","0","4427272","302256","264908","37348","0","0","0","0","9","107","1","40","131072","22820","105152","90284","11584","7013","122688","13696","0","18","1","0","40008","2557","36","10937","0","0",
"2021-04-15 17:46:24","60819660","33","0","0","0","488","1239","1","0","0","0","100","0","0","0","4427272","302256","264908","37348","0","0","0","0","9","107","1","40","131072","22820","105152","90284","11584","7013","122688","13696","0","18","1","0","40008","2557","36","10937","0","0",
"2021-04-15 17:46:25","60837792","33","0","0","0","488","1239","1","0","0","0","100","0","0","0","4427272","284032","246684","37348","0","0","0","0","9","109","1","37","131072","22820","105152","90284","11584","7013","122688","13696","0","15","1","0","36924","2557","36","10937","0","0",
"2021-04-15 17:46:26","60838428","33","0","0","0","488","1239","1","0","0","0","100","0","0","0","4427272","284032","246684","37348","0","0","0","0","9","107","1","37","131072","22820","105152","90284","11584","7013","122688","13696","0","15","1","0","36924","2557","36","10937","0","0",
"2021-04-15 17:46:27","60838436","33","0","0","0","488","1239","1","0","0","0","100","0","0","0","4427272","284032","246684","37348","0","0","0","0","9","107","2","37","131072","22820","105152","90284","11584","7013","122688","13696","0","15","1","0","36924","2557","36","10937","0","0",
"2021-04-15 17:46:28","60837932","33","0","0","0","488","1239","1","0","0","0","100","0","0","0","4427272","284032","246684","37348","0","0","0","0","9","107","1","37","131072","22820","105152","90284","11584","7013","122688","13696","0","15","1","0","36924","2557","36","10937","0","0",
"2021-04-15 17:46:29","60837932","33","0","0","0","488","1239","1","0","0","0","100","0","0","0","4427272","284032","246684","37348","0","0","0","0","9","113","2","37","131072","22820","105152","90284","11584","7013","122688","13696","0","15","1","0","36924","2557","36","10937","0","0",
"2021-04-15 17:46:30","60837680","33","0","0","0","488","1236","1","0","0","0","100","0","0","0","4427272","284188","246840","37348","0","0","0","0","9","107","1","36","131072","22820","105152","90284","11584","7013","122688","13696","0","14","1","0","35896","2557","36","10937","0","0",
"2021-04-15 17:46:31","60676668","33","0","0","0","488","1238","1","0","5","0","96","0","0","0","4511256","359768","322420","37348","0","0","2","0","9","108","8","38","131072","39199","190208","164014","16640","13263","205568","13696","0","14","1","0","37944","2557","36","18437","7500","0",
"2021-04-15 17:46:32","60676668","33","0","0","0","488","1238","1","0","0","0","100","0","0","0","4511256","359768","322420","37348","0","0","0","0","9","107","1","38","131072","39199","190208","164014","16640","13263","205568","13696","0","14","1","0","37944","2557","36","18437","0","0",
"2021-04-15 17:46:33","60676424","33","0","0","0","489","1239","1","0","0","0","100","0","0","0","4511256","359768","322420","37348","0","0","0","0","9","107","1","38","131072","39199","190208","164014","16640","13263","205568","13696","0","14","1","0","37944","2557","36","18437","0","0",
"2021-04-15 17:46:34","60676424","33","0","0","0","489","1239","1","0","0","0","100","0","0","0","4511256","359768","322420","37348","0","0","0","0","9","107","1","38","131072","39199","190208","164014","16640","13263","205568","13696","0","14","1","0","37944","2557","36","18437","0","0",
"2021-04-15 17:46:35","60676172","33","0","0","0","489","1239","1","0","0","0","100","0","0","0","4511256","359768","322420","37348","0","0","0","0","9","107","1","38","131072","39199","190208","164014","16640","13263","205568","13696","0","14","1","0","37944","2557","36","18437","0","0",
"2021-04-15 17:46:36","60675920","33","0","0","0","489","1239","1","0","0","0","100","0","0","0","4511256","359768","322420","37348","0","0","0","0","9","107","1","38","131072","39199","190208","164014","16640","13263","205568","13696","0","14","1","0","37944","2557","36","18437","0","0",
"2021-04-15 17:46:37","60675920","33","0","0","0","489","1239","2","0","0","0","100","0","0","0","4511256","359768","322420","37348","0","0","0","0","9","107","1","38","131072","39199","190208","164014","16640","13263","205568","13696","0","14","1","0","37944","2557","36","18437","0","0",
"2021-04-15 17:46:38","60675920","33","0","0","0","489","1239","1","0","0","0","100","0","0","0","4511256","359768","322420","37348","0","0","0","0","9","107","1","38","131072","39199","190208","164014","16640","13263","205568","13696","0","14","1","0","37944","2557","36","18437","0","0",
"2021-04-15 17:46:39","60675920","33","0","0","0","489","1239","1","0","0","0","100","0","0","0","4511256","359768","322420","37348","0","0","0","0","9","111","2","38","131072","39199","190208","164014","16640","13263","205568","13696","0","14","1","0","37944","2557","36","18437","0","0",
"2021-04-15 17:46:40","60675668","33","0","0","0","489","1239","1","0","0","0","100","0","0","0","4511256","359768","322420","37348","0","0","0","0","9","107","1","38","131072","39199","190208","164014","16640","13263","205568","13696","0","14","1","0","37944","2557","36","18437","0","0",
"2021-04-15 17:46:41","60545424","34","0","0","0","489","1239","4","0","3","0","97","0","0","0","4552216","419780","382432","37348","0","0","2","0","9","110","9","38","131072","30322","240192","221281","26624","18439","343360","13696","0","14","1","0","37944","2557","36","23437","5000","0",
"2021-04-15 17:46:42","60533608","34","0","0","0","489","1239","1","0","0","0","100","0","0","0","4552216","419780","382432","37348","0","0","0","0","9","107","2","38","131072","30322","240192","221281","26624","18439","343360","13696","0","14","1","0","37944","2557","36","23437","0","0",
"2021-04-15 17:46:43","60533608","34","0","0","0","489","1239","1","0","0","0","100","0","0","0","4552216","419780","382432","37348","0","0","0","0","9","107","1","38","131072","30322","240192","221281","26624","18439","343360","13696","0","14","1","0","37944","2557","36","23437","0","0",
"2021-04-15 17:46:44","60533360","34","0","0","0","490","1240","1","0","0","0","100","0","0","0","4552216","419780","382432","37348","0","0","0","0","9","107","1","38","131072","30322","240192","221281","26624","18439","343360","13696","0","14","1","0","37944","2557","36","23437","0","0",
"2021-04-15 17:46:45","60533108","34","0","0","0","490","1240","1","0","0","0","100","0","0","0","4552216","419780","382432","37348","0","0","0","0","9","107","1","38","131072","30322","240192","221281","26624","18439","343360","13696","0","14","1","0","37944","2557","36","23437","0","0",
"2021-04-15 17:46:46","60533108","34","0","0","0","490","1240","1","0","0","0","100","0","0","0","4552216","419780","382432","37348","0","0","0","0","9","107","1","38","131072","30322","240192","221281","26624","18439","343360","13696","0","14","1","0","37944","2557","36","23437","0","0",
